date,balance,cross_ex_daily_return
2024-03-01,10000.0,
2024-03-02,10000.0,0.0
2024-03-03,9972.635659168875,-0.0027364340831125267
2024-03-04,9972.635659168875,0.0
2024-03-05,9972.635659168875,0.0
2024-03-06,9972.635659168875,0.0
2024-03-07,9972.635659168875,0.0
2024-03-08,9972.635659168875,0.0
2024-03-09,9972.635659168875,0.0
2024-03-10,9972.635659168875,0.0
2024-03-11,9972.635659168875,0.0
2024-03-12,9972.635659168875,0.0
2024-03-13,9972.635659168875,0.0
2024-03-14,9972.635659168875,0.0
2024-03-15,9997.995596974617,0.002542952402199372
2024-03-16,9947.703502515877,-0.005030217704232509
2024-03-17,9947.703502515877,0.0
2024-03-18,9947.703502515877,0.0
2024-03-19,9947.703502515877,0.0
2024-03-20,9947.703502515877,0.0
2024-03-21,9947.703502515877,0.0
2024-03-22,9947.703502515877,0.0
2024-03-23,9947.703502515877,0.0
2024-03-24,9947.703502515877,0.0
2024-03-25,9947.703502515877,0.0
2024-03-26,9947.703502515877,0.0
2024-03-27,9947.703502515877,0.0
2024-03-28,9947.703502515877,0.0
2024-03-29,9947.703502515877,0.0
2024-03-30,9947.703502515877,0.0
2024-03-31,9947.703502515877,0.0
2024-04-01,9947.703502515877,0.0
2024-04-02,9947.703502515877,0.0
2024-04-03,9947.703502515877,0.0
2024-04-04,9920.66358704319,-0.0027182068168647433
2024-04-05,9920.66358704319,0.0
2024-04-06,9920.66358704319,0.0
2024-04-07,9920.66358704319,0.0
2024-04-08,9920.66358704319,0.0
2024-04-09,9939.653048423032,0.0019141321760616226
2024-04-10,9915.991128325619,-0.002380557951282447
2024-04-11,9915.991128325619,0.0
2024-04-12,9915.991128325619,0.0
2024-04-13,9915.991128325619,0.0
2024-04-14,9900.653502221756,-0.0015467567392279946
2024-04-15,9900.653502221756,0.0
2024-04-16,9900.653502221756,0.0
2024-04-17,9900.653502221756,0.0
2024-04-18,9889.84849113071,-0.0010913432218006003
2024-04-19,9889.84849113071,0.0
2024-04-20,9889.84849113071,0.0
2024-04-21,9889.84849113071,0.0
2024-04-22,9889.84849113071,0.0
2024-04-23,9889.84849113071,0.0
2024-04-24,9889.84849113071,0.0
2024-04-25,9889.84849113071,0.0
2024-04-26,9889.84849113071,0.0
2024-04-27,9889.84849113071,0.0
2024-04-28,9884.394357642372,-0.0005514880731720684
2024-04-29,9874.444534741322,-0.0010066193780863264
2024-04-30,9874.444534741322,0.0
2024-05-01,9874.444534741322,0.0
2024-05-02,9874.444534741322,0.0
2024-05-03,9874.444534741322,0.0
2024-05-04,9874.444534741322,0.0
2024-05-05,9874.444534741322,0.0
2024-05-06,9874.444534741322,0.0
2024-05-07,9874.444534741322,0.0
2024-05-08,9874.444534741322,0.0
2024-05-09,9874.444534741322,0.0
2024-05-10,9874.444534741322,0.0
2024-05-11,9874.444534741322,0.0
2024-05-12,9874.444534741322,0.0
2024-05-13,9874.444534741322,0.0
2024-05-14,9874.444534741322,0.0
2024-05-15,9874.444534741322,0.0
2024-05-16,9874.444534741322,0.0
2024-05-17,9874.444534741322,0.0
2024-05-18,9874.444534741322,0.0
2024-05-19,9874.444534741322,0.0
2024-05-20,9874.444534741322,0.0
2024-05-21,9874.444534741322,0.0
2024-05-22,9874.444534741322,0.0
2024-05-23,9874.444534741322,0.0
2024-05-24,9874.444534741322,0.0
2024-05-25,9874.444534741322,0.0
2024-05-26,9874.444534741322,0.0
2024-05-27,9851.226719817756,-0.002351303391484816
2024-05-28,9851.226719817756,0.0
2024-05-29,9851.226719817756,0.0
2024-05-30,9851.226719817756,0.0
2024-05-31,9851.226719817756,0.0
2024-06-01,9851.226719817756,0.0
2024-06-02,9851.226719817756,0.0
2024-06-03,9830.881502826884,-0.002065247056992736
2024-06-04,9843.205170623567,0.0012535669149444928
2024-06-05,9843.205170623567,0.0
2024-06-06,9843.205170623567,0.0
2024-06-07,9843.205170623567,0.0
2024-06-08,9843.205170623567,0.0
2024-06-09,9843.205170623567,0.0
2024-06-10,9817.735936611767,-0.0025874939687137166
2024-06-11,9817.735936611767,0.0
2024-06-12,9817.735936611767,0.0
2024-06-13,9841.351486465526,0.0024053967234638485
2024-06-14,9829.082796385468,-0.0012466468753739024
2024-06-15,9814.21692934284,-0.0015124368520016418
2024-06-16,9814.21692934284,0.0
2024-06-17,9814.21692934284,0.0
2024-06-18,9814.21692934284,0.0
2024-06-19,9814.21692934284,0.0
2024-06-20,9814.21692934284,0.0
2024-06-21,9814.21692934284,0.0
2024-06-22,9814.21692934284,0.0
2024-06-23,9814.21692934284,0.0
2024-06-24,9814.21692934284,0.0
2024-06-25,9814.21692934284,0.0
2024-06-26,9814.21692934284,0.0
2024-06-27,9793.792362053524,-0.002081120423194416
2024-06-28,9800.199898195373,0.0006542446383359657
2024-06-29,9800.199898195373,0.0
2024-06-30,9800.199898195373,0.0
2024-07-01,9800.199898195373,0.0
2024-07-02,9800.199898195373,0.0
2024-07-03,9800.199898195373,0.0
2024-07-04,9800.199898195373,0.0
2024-07-05,9800.199898195373,0.0
2024-07-06,9800.199898195373,0.0
2024-07-07,9800.199898195373,0.0
2024-07-08,9800.199898195373,0.0
2024-07-09,9800.199898195373,0.0
2024-07-10,9800.199898195373,0.0
2024-07-11,9800.199898195373,0.0
2024-07-12,9800.199898195373,0.0
2024-07-13,9800.199898195373,0.0
2024-07-14,9800.199898195373,0.0
2024-07-15,9800.199898195373,0.0
2024-07-16,9800.199898195373,0.0
2024-07-17,9800.199898195373,0.0
2024-07-18,9800.199898195373,0.0
2024-07-19,9800.199898195373,0.0
2024-07-20,9800.199898195373,0.0
2024-07-21,9847.177970836245,0.004793583103291921
2024-07-22,9847.177970836245,0.0
2024-07-23,9843.458696922024,-0.00037769947138521776
2024-07-24,9843.458696922024,0.0
2024-07-25,9843.458696922024,0.0
2024-07-26,9843.458696922024,0.0
2024-07-27,9843.458696922024,0.0
2024-07-28,9843.458696922024,0.0
2024-07-29,9843.458696922024,0.0
2024-07-30,9843.458696922024,0.0
2024-07-31,9843.458696922024,0.0
2024-08-01,9843.458696922024,0.0
2024-08-02,9852.201660079663,0.0008882003193018129
2024-08-03,9852.201660079663,0.0
2024-08-04,9852.201660079663,0.0
2024-08-05,9852.201660079663,0.0
2024-08-06,9852.201660079663,0.0
2024-08-07,9852.201660079663,0.0
2024-08-08,9852.201660079663,0.0
2024-08-09,9852.201660079663,0.0
2024-08-10,9852.201660079663,0.0
2024-08-11,9830.1691789281,-0.0022363002617818983
2024-08-12,9830.1691789281,0.0
2024-08-13,9830.1691789281,0.0
2024-08-14,9830.1691789281,0.0
2024-08-15,9830.1691789281,0.0
2024-08-16,9830.1691789281,0.0
2024-08-17,9830.1691789281,0.0
2024-08-18,9830.1691789281,0.0
2024-08-19,9830.1691789281,0.0
2024-08-20,9830.1691789281,0.0
2024-08-21,9830.1691789281,0.0
2024-08-22,9830.1691789281,0.0
2024-08-23,9807.12941918631,-0.0023437805924212407
2024-08-24,9807.12941918631,0.0
2024-08-25,9807.12941918631,0.0
2024-08-26,9807.12941918631,0.0
2024-08-27,9807.12941918631,0.0
2024-08-28,9807.12941918631,0.0
2024-08-29,9807.12941918631,0.0
2024-08-30,9807.12941918631,0.0
2024-08-31,9807.12941918631,0.0
2024-09-01,9769.661607230344,-0.003820466759892671
2024-09-02,9799.195960227991,0.0030230681660241565
2024-09-03,9799.195960227991,0.0
2024-09-04,9799.195960227991,0.0
2024-09-05,9799.195960227991,0.0
2024-09-06,9799.195960227991,0.0
2024-09-07,9799.195960227991,0.0
2024-09-08,9799.195960227991,0.0
2024-09-09,9799.195960227991,0.0
2024-09-10,9799.195960227991,0.0
2024-09-11,9799.195960227991,0.0
2024-09-12,9799.195960227991,0.0
2024-09-13,9812.623866251919,0.0013703069188970574
2024-09-14,9812.623866251919,0.0
2024-09-15,9841.175298975266,0.0029096634205598715
2024-09-16,9841.175298975266,0.0
2024-09-17,9841.175298975266,0.0
2024-09-18,9841.175298975266,0.0
2024-09-19,9841.175298975266,0.0
2024-09-20,9841.175298975266,0.0
2024-09-21,9841.175298975266,0.0
2024-09-22,9825.212632691784,-0.0016220284466575974
2024-09-23,9825.212632691784,0.0
2024-09-24,9825.212632691784,0.0
2024-09-25,9825.212632691784,0.0
2024-09-26,9844.040055288579,0.0019162356379085477
2024-09-27,9854.657803128976,0.001078596570184942
2024-09-28,9854.657803128976,0.0
2024-09-29,9854.657803128976,0.0
2024-09-30,9854.657803128976,0.0
2024-10-01,9854.657803128976,0.0
2024-10-02,9854.657803128976,0.0
2024-10-03,9854.657803128976,0.0
2024-10-04,9854.657803128976,0.0
2024-10-05,9854.657803128976,0.0
2024-10-06,9887.892894254528,0.003372526148498034
2024-10-07,9858.790113316958,-0.002943274289963327
2024-10-08,9858.790113316958,0.0
2024-10-09,9868.327474694157,0.000967396736067716
2024-10-10,9868.327474694157,0.0
2024-10-11,9868.327474694157,0.0
2024-10-12,9868.327474694157,0.0
2024-10-13,9868.327474694157,0.0
2024-10-14,9867.123056324554,-0.00012204888545619408
2024-10-15,9867.123056324554,0.0
2024-10-16,9867.123056324554,0.0
2024-10-17,9853.038333149878,-0.0014274396999283123
2024-10-18,9853.038333149878,0.0
2024-10-19,9824.387501333742,-0.0029078169441137947
2024-10-20,9824.387501333742,0.0
2024-10-21,9824.387501333742,0.0
2024-10-22,9840.329294584511,0.0016226755356103517
2024-10-23,9840.329294584511,0.0
2024-10-24,9840.329294584511,0.0
2024-10-25,9840.329294584511,0.0
2024-10-26,9840.329294584511,0.0
2024-10-27,9840.329294584511,0.0
2024-10-28,9819.840369215044,-0.002082138184211324
2024-10-29,9819.840369215044,0.0
2024-10-30,9826.856645347656,0.0007145000192272377
2024-10-31,9870.182629345623,0.004408936200211988
2024-11-01,9870.182629345623,0.0
2024-11-02,9837.201264484189,-0.003341515157315844
2024-11-03,9837.201264484189,0.0
2024-11-04,9823.93401821836,-0.0013486809824383439
2024-11-05,9824.726481321368,8.066657426009094e-05
2024-11-06,9805.931309839907,-0.001913047810256474
2024-11-07,9792.812521282167,-0.001337842183799065
2024-11-08,9792.812521282167,0.0
2024-11-09,9759.386293260988,-0.0034133429950318206
2024-11-10,9759.386293260988,0.0
2024-11-11,9759.386293260988,0.0
2024-11-12,9759.386293260988,0.0
2024-11-13,9721.38934847943,-0.0038933744028347705
2024-11-14,9763.428212420544,0.0043243678896256466
2024-11-15,9763.428212420544,0.0
2024-11-16,9763.428212420544,0.0
2024-11-17,9763.428212420544,0.0
2024-11-18,9763.428212420544,0.0
2024-11-19,9763.428212420544,0.0
2024-11-20,9763.428212420544,0.0
2024-11-21,9744.365516457881,-0.0019524592743368485
2024-11-22,9768.5458284631,0.002481466029202073
2024-11-23,9768.5458284631,0.0
2024-11-24,9801.139345015636,0.0033365781483631896
2024-11-25,9801.139345015636,0.0
2024-11-26,9828.603852838285,0.002802175018215225
2024-11-27,9803.71163291992,-0.0025326302993865513
2024-11-28,9802.754117674951,-9.766864640869954e-05
2024-11-29,9839.583022980163,0.0037569957241718743
2024-11-30,9832.391231863812,-0.000730904053510617
2024-12-01,9805.964060624161,-0.0026877664462748863
2024-12-02,9833.913031553739,0.0028502012404683086
2024-12-03,9833.913031553739,0.0
2024-12-04,9805.380115082848,-0.002901481473279066
2024-12-05,9805.380115082848,0.0
2024-12-06,9805.380115082848,0.0
2024-12-07,9805.380115082848,0.0
2024-12-08,9805.380115082848,0.0
2024-12-09,9805.380115082848,0.0
2024-12-10,9805.380115082848,0.0
2024-12-11,9761.916528989494,-0.004432626331996814
2024-12-12,9722.154113106739,-0.004073218180535965
2024-12-13,9722.154113106739,0.0
2024-12-14,9771.089835412922,0.0050334238417606425
2024-12-15,9788.800650079076,0.0018125731074507545
2024-12-16,9764.852479448562,-0.002446486703181594
2024-12-17,9764.852479448562,0.0
2024-12-18,9736.692482677154,-0.002883811796509428
2024-12-19,9736.692482677154,0.0
2024-12-20,9736.692482677154,0.0
2024-12-21,9736.692482677154,0.0
2024-12-22,9724.440475997524,-0.001258333535892997
2024-12-23,9724.440475997524,0.0
2024-12-24,9724.440475997524,0.0
2024-12-25,9726.447598579132,0.0002063998012598045
2024-12-26,9726.447598579132,0.0
2024-12-27,9718.050073732877,-0.0008633701833218321
2024-12-28,9718.050073732877,0.0
2024-12-29,9718.050073732877,0.0
2024-12-30,9775.948040172985,0.005957776097141432
2024-12-31,9775.948040172985,0.0
2025-01-01,9775.948040172985,0.0
2025-01-02,9775.948040172985,0.0
2025-01-03,9775.948040172985,0.0
2025-01-04,9775.948040172985,0.0
2025-01-05,9775.948040172985,0.0
2025-01-06,9758.88733975986,-0.001745170938206364
2025-01-07,9758.88733975986,0.0
2025-01-08,9737.20109632232,-0.0022222045078013064
2025-01-09,9737.20109632232,0.0
2025-01-10,9737.20109632232,0.0
2025-01-11,9737.20109632232,0.0
2025-01-12,9762.830549787192,0.002632117095183739
2025-01-13,9793.502541804643,0.0031417109885327754
2025-01-14,9793.502541804643,0.0
2025-01-15,9793.502541804643,0.0
2025-01-16,9793.502541804643,0.0
2025-01-17,9789.18840407444,-0.00044051019661106583
2025-01-18,9789.18840407444,0.0
2025-01-19,9801.059071985394,0.0012126304470769789
2025-01-20,9801.059071985394,0.0
2025-01-21,9801.059071985394,0.0
2025-01-22,9801.059071985394,0.0
2025-01-23,9801.059071985394,0.0
2025-01-24,9816.828164905644,0.0016089172409259334
2025-01-25,9816.828164905644,0.0
2025-01-26,9831.232662243487,0.001467327032303345
2025-01-27,9849.340672994145,0.0018418860963591577
2025-01-28,9849.340672994145,0.0
2025-01-29,9849.340672994145,0.0
2025-01-30,9849.340672994145,0.0
2025-01-31,9849.340672994145,0.0
2025-02-01,9871.229641194326,0.0022223790329638504
2025-02-02,9908.069641633287,0.0037320578872181986
2025-02-03,9908.069641633287,0.0
2025-02-04,9880.404294237856,-0.0027922035669977197
2025-02-05,9880.404294237856,0.0
2025-02-06,9880.404294237856,0.0
2025-02-07,9880.404294237856,0.0
2025-02-08,9880.404294237856,0.0
2025-02-09,9880.404294237856,0.0
2025-02-10,9880.404294237856,0.0
2025-02-11,9880.404294237856,0.0
2025-02-12,9892.42788950595,0.0012169132871522326
2025-02-13,9892.42788950595,0.0
2025-02-14,9906.509324325776,0.001423455897491488
2025-02-15,9937.700672279947,0.003148570998422251
2025-02-16,9937.700672279947,0.0
2025-02-17,9937.700672279947,0.0
2025-02-18,9949.559633766812,0.0011933305175859665
2025-02-19,9940.325120900648,-0.0009281328225646535
2025-02-20,9960.441136364372,0.0020236778192925797
2025-02-21,9992.729333215477,0.0032416432574682297
2025-02-22,9992.729333215477,0.0
2025-02-23,9992.729333215477,0.0
2025-02-24,9987.858723364265,-0.0004874153685943128
2025-02-25,9987.858723364265,0.0
2025-02-26,9987.858723364265,0.0
2025-02-27,9987.858723364265,0.0
2025-02-28,9987.858723364265,0.0
