Time,Contract,Funding Interval,Funding Rate,Spot Closing Price,Futures Closing Price
2024-12-15 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0069%,104469.1,
2024-12-15 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0%,102702.4,
2024-12-15 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0101%,101731.1,
2024-12-14 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0112%,101418.8,
2024-12-14 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0014%,101628.1,
2024-12-14 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0066%,101819.7,
2024-12-13 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0095%,101413.2,
2024-12-13 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0125%,99876.9,
2024-12-13 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0025%,100129.6,
2024-12-12 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0102%,100002.9,
2024-12-12 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0014%,101794.5,
2024-12-12 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0142%,100511.6,
2024-12-11 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0102%,101110.4,
2024-12-11 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0046%,100346.2,
2024-12-11 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0249%,97327.1,
2024-12-10 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0171%,96582.1,
2024-12-10 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0261%,95654.3,
2024-12-10 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0432%,97202.0,
2024-12-09 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0587%,97272.9,
2024-12-09 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0694%,97800.7,
2024-12-09 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0625%,99574.9,
2024-12-08 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0521%,101106.5,
2024-12-08 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0271%,99914.5,
2024-12-08 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0575%,99673.7,
2024-12-07 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0991%,99832.6,
2024-12-07 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0423%,99754.5,
2024-12-07 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0313%,99401.4,
2024-12-06 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0470%,99729.4,
2024-12-06 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.1036%,99314.3,
2024-12-06 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.1155%,98137.8,
2024-12-05 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.1451%,96927.3,
2024-12-05 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0722%,101292.1,
2024-12-05 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0664%,102229.0,
2024-12-04 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0492%,98618.3,
2024-12-04 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0552%,95732.4,
2024-12-04 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0604%,96583.8,
2024-12-03 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0631%,95845.3,
2024-12-03 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0640%,95681.6,
2024-12-03 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0594%,95547.3,
2024-12-02 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0669%,95826.8,
2024-12-02 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0556%,97043.0,
2024-12-02 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0333%,95999.5,
2024-12-01 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0429%,97185.7,
2024-12-01 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0365%,97032.2,
2024-12-01 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0346%,96466.9,
2024-11-30 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0488%,96395.3,
2024-11-30 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0332%,96638.7,
2024-11-30 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0287%,96780.1,
2024-11-29 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0309%,97458.0,
2024-11-29 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0348%,97987.0,
2024-11-29 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0460%,95618.6,
2024-11-28 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0202%,95642.3,
2024-11-28 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0116%,94995.2,
2024-11-28 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0128%,95305.1,
2024-11-27 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0351%,95854.3,
2024-11-27 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0698%,95551.4,
2024-11-27 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0516%,93587.0,
2024-11-26 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0498%,91958.3,
2024-11-26 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0452%,92800.0,
2024-11-26 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0847%,93786.3,
2024-11-25 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0317%,92999.0,
2024-11-25 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0565%,95998.0,
2024-11-25 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0893%,98048.0,
2024-11-24 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0560%,97891.9,
2024-11-24 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0600%,95913.9,
2024-11-24 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0614%,98410.6,
2024-11-23 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0332%,97684.1,
2024-11-23 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0150%,98381.9,
2024-11-23 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0242%,98558.1,
2024-11-22 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0517%,98891.4,
2024-11-22 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0284%,98642.2,
2024-11-22 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0178%,99183.5,
2024-11-21 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0276%,98317.0,
2024-11-21 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0020%,96661.4,
2024-11-21 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0098%,96924.3,
2024-11-20 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0234%,94285.0,
2024-11-20 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0439%,94725.8,
2024-11-20 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0316%,92840.3,
2024-11-19 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0481%,92292.1,
2024-11-19 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0544%,92377.6,
2024-11-19 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0607%,91612.0,
2024-11-18 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0521%,90465.7,
2024-11-18 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0425%,92289.2,
2024-11-18 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0468%,91704.1,
2024-11-17 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0283%,89854.2,
2024-11-17 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0202%,90258.9,
2024-11-17 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0305%,90540.4,
2024-11-16 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0155%,90573.2,
2024-11-16 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0104%,90521.3,
2024-11-16 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0125%,91119.5,
2024-11-15 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0299%,91042.3,
2024-11-15 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0299%,88431.1,
2024-11-15 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0231%,87618.5,
2024-11-14 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0466%,87322.4,
2024-11-14 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0322%,87949.3,
2024-11-14 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0415%,90771.5,
2024-11-13 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0360%,90375.4,
2024-11-13 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0050%,92544.4,
2024-11-13 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0641%,87348.8,
2024-11-12 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.1098%,87936.9,
2024-11-12 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0836%,86614.1,
2024-11-12 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0165%,88985.7,
2024-11-11 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0179%,88637.1,
2024-11-11 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0285%,84048.2,
2024-11-11 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0244%,81118.1,
2024-11-10 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0300%,80359.5,
2024-11-10 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0319%,79685.8,
2024-11-10 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0054%,78840.3,
2024-11-09 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0007%,76684.1,
2024-11-09 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0232%,76316.8,
2024-11-09 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0012%,76532.6,
2024-11-08 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0339%,76506.9,
2024-11-08 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0061%,76412.3,
2024-11-08 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0035%,76161.8,
2024-11-07 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0322%,75865.4,
2024-11-07 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0075%,76059.8,
2024-11-07 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0047%,74769.3,
2024-11-06 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0419%,75581.7,
2024-11-06 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0169%,74301.6,
2024-11-06 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0011%,73366.4,
2024-11-05 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0096%,69374.9,
2024-11-05 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0219%,69629.2,
2024-11-05 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0174%,68892.3,
2024-11-04 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0163%,67857.2,
2024-11-04 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0187%,68642.2,
2024-11-04 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0116%,68612.0,
2024-11-03 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0200%,68771.5,
2024-11-03 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0206%,68084.8,
2024-11-03 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0139%,68398.1,
2024-11-02 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0082%,69376.8,
2024-11-02 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0153%,69392.9,
2024-11-02 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0045%,69812.6,
2024-11-01 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0022%,69495.2,
2024-11-01 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0045%,69389.0,
2024-11-01 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0414%,69274.2,
2024-10-31 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0031%,70298.2,
2024-10-31 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0106%,70633.7,
2024-10-31 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0048%,72411.9,
2024-10-30 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0176%,72345.6,
2024-10-30 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0225%,72059.3,
2024-10-30 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0088%,72231.4,
2024-10-29 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0124%,72735.5,
2024-10-29 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0015%,72400.0,
2024-10-29 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0145%,71012.6,
2024-10-28 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0014%,69961.4,
2024-10-28 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0016%,68489.5,
2024-10-28 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0034%,68421.5,
2024-10-27 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0009%,68021.8,
2024-10-27 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0034%,67787.7,
2024-10-27 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0027%,67198.9,
2024-10-26 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0017%,67094.7,
2024-10-26 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0070%,66881.8,
2024-10-26 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0007%,67008.4,
2024-10-25 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0100%,66696.8,
2024-10-25 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0012%,67688.6,
2024-10-25 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0071%,67522.9,
2024-10-24 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0112%,68200.0,
2024-10-24 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0137%,67696.9,
2024-10-24 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0133%,67122.6,
2024-10-23 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0103%,66665.0,
2024-10-23 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0024%,66220.9,
2024-10-23 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0029%,66852.5,
2024-10-22 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0102%,67419.8,
2024-10-22 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0205%,67280.7,
2024-10-22 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0234%,67394.7,
2024-10-21 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0143%,67375.5,
2024-10-21 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0188%,67327.8,
2024-10-21 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0030%,68519.5,
2024-10-20 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0075%,69034.5,
2024-10-20 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0131%,68627.5,
2024-10-20 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0068%,68370.1,
2024-10-19 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0087%,68378.0,
2024-10-19 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0068%,68224.6,
2024-10-19 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0126%,68345.9,
2024-10-18 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0047%,68426.7,
2024-10-18 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0076%,68724.5,
2024-10-18 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0019%,67971.5,
2024-10-17 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0003%,67424.5,
2024-10-17 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0095%,67579.5,
2024-10-17 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0062%,67301.4,
2024-10-16 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0052%,67618.2,
2024-10-16 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0053%,67748.9,
2024-10-16 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0116%,66973.5,
2024-10-15 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0085%,67071.6,
2024-10-15 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0028%,66024.0,
2024-10-15 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0074%,65659.5,
2024-10-14 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0120%,66087.0,
2024-10-14 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0061%,65878.5,
2024-10-14 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0082%,64624.9,
2024-10-13 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0124%,62872.3,
2024-10-13 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0032%,62227.5,
2024-10-13 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0152%,62850.2,
2024-10-12 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0094%,63204.1,
2024-10-12 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0054%,63162.5,
2024-10-12 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0033%,62764.4,
2024-10-11 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0017%,62533.9,
2024-10-11 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0103%,62261.4,
2024-10-11 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0119%,60672.7,
2024-10-10 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0027%,60319.5,
2024-10-10 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0173%,60789.0,
2024-10-10 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0096%,60894.0,
2024-10-09 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0124%,60638.5,
2024-10-09 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0103%,62310.2,
2024-10-09 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0049%,62273.8,
2024-10-08 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0066%,62163.4,
2024-10-08 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0022%,62283.0,
2024-10-08 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0003%,62313.7,
2024-10-07 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0050%,62223.2,
2024-10-07 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0033%,63653.9,
2024-10-07 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0144%,63536.4,
2024-10-06 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0113%,62819.4,
2024-10-06 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0098%,62713.7,
2024-10-06 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0074%,61948.0,
2024-10-05 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0140%,62064.1,
2024-10-05 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0010%,62166.5,
2024-10-05 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0085%,62076.1,
2024-10-04 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0118%,62086.5,
2024-10-04 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0053%,61869.4,
2024-10-04 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0053%,61434.0,
2024-10-03 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0049%,60750.0,
2024-10-03 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0117%,60639.3,
2024-10-03 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0088%,60927.0,
2024-10-02 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0046%,60651.4,
2024-10-02 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0035%,61881.4,
2024-10-02 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0122%,61725.1,
2024-10-01 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0117%,60816.0,
2024-10-01 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0094%,62638.6,
2024-10-01 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0119%,64036.3,
2024-09-30 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0169%,63330.0,
2024-09-30 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0126%,63557.7,
