Time,Contract,Funding Interval,Funding Rate,Spot Closing Price,Futures Closing Price
2025-03-01 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0106%,86061.6,86226.4
2025-03-01 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0014%,84795.7,86035.9
2025-03-01 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0090%,84738.7,84777.0
2025-02-28 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0047%,84337.8,84717.3
2025-02-28 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0154%,84023.3,84340.6
2025-02-28 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0224%,79201.3,83985.7
2025-02-27 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0017%,84713.6,79193.3
2025-02-27 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0052%,85503.2,84713.7
2025-02-27 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0361%,86268.7,85522.7
2025-02-26 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0154%,84242.6,86251.9
2025-02-26 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0226%,87558.3,84245.1
2025-02-26 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0252%,88721.0,87576.7
2025-02-25 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0174%,88679.8,88728.7
2025-02-25 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0197%,87230.7,88683.9
2025-02-25 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0092%,89328.5,87239.0
2025-02-24 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0104%,91565.0,89295.0
2025-02-24 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0081%,94326.7,91572.9
2025-02-24 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0023%,95870.0,94331.4
2025-02-23 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0069%,96257.7,95865.8
2025-02-23 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0006%,95453.0,96269.0
2025-02-23 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0060%,96500.5,95435.3
2025-02-22 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0087%,96551.1,96517.4
2025-02-22 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0277%,96591.1,96540.0
2025-02-22 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0069%,96286.7,96588.7
2025-02-21 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0051%,96179.1,96254.4
2025-02-21 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0168%,98098.4,96176.4
2025-02-21 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0181%,98169.5,98098.3
2025-02-20 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0172%,98300.1,98165.9
2025-02-20 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0123%,96906.4,98279.7
2025-02-20 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0083%,96855.2,96881.9
2025-02-19 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0059%,96643.8,96842.1
2025-02-19 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0094%,95925.3,96619.2
2025-02-19 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0067%,95686.9,95944.2
2025-02-18 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0179%,95656.7,95677.8
2025-02-18 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0031%,95555.3,95662.9
2025-02-18 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0016%,95456.3,95547.5
2025-02-17 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0052%,95770.2,95487.6
2025-02-17 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0128%,95662.3,95760.8
2025-02-17 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0098%,96076.1,95660.5
2025-02-16 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0009%,96123.4,96063.4
2025-02-16 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0004%,96907.7,96120.4
2025-02-16 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0051%,97257.0,96914.4
2025-02-15 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0058%,97576.0,97235.7
2025-02-15 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0037%,97631.1,97572.8
2025-02-15 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0088%,97350.9,97633.0
2025-02-14 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0028%,97491.2,97350.6
2025-02-14 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0118%,96924.9,97476.3
2025-02-14 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0106%,96934.0,96900.4
2025-02-13 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0253%,96611.4,96925.7
2025-02-13 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0112%,95998.0,96580.6
2025-02-13 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0040%,96070.5,96006.1
2025-02-12 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0023%,97861.7,96098.1
2025-02-12 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0058%,95814.1,97857.9
2025-02-12 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0143%,96073.4,95795.0
2025-02-11 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0091%,95780.0,96072.1
2025-02-11 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0105%,97012.0,95766.3
2025-02-11 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0012%,98270.7,97019.5
2025-02-10 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0020%,97433.3,98245.1
2025-02-10 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0104%,97230.4,97422.2
2025-02-10 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0202%,97432.9,97212.7
2025-02-09 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0009%,96467.7,97425.3
2025-02-09 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0167%,96484.8,96441.1
2025-02-09 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0%,97061.4,96502.4
2025-02-08 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0094%,96447.2,97049.9
2025-02-08 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0012%,95838.1,96417.4
2025-02-08 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0131%,96199.7,95852.5
2025-02-07 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0144%,96511.4,96206.1
2025-02-07 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0091%,98288.8,96501.7
2025-02-07 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0051%,96748.3,98306.1
2025-02-06 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0003%,96555.7,96735.8
2025-02-06 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0071%,97329.6,96566.2
2025-02-06 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0098%,98191.3,97322.5
2025-02-05 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0096%,96616.6,98186.5
2025-02-05 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0091%,98104.2,96613.0
2025-02-05 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0012%,97851.2,98113.7
2025-02-04 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0122%,97774.5,97852.9
2025-02-04 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0160%,99356.4,97759.2
2025-02-04 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0006%,98444.5,99341.9
2025-02-03 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0188%,101351.0,98459.7
2025-02-03 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0295%,98845.6,101294.5
2025-02-03 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0181%,95311.4,98839.9
2025-02-02 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0054%,97693.9,95298.6
2025-02-02 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0034%,99349.4,97746.1
2025-02-02 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0070%,99636.3,99359.6
2025-02-01 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0008%,100632.5,99638.3
2025-02-01 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0287%,102072.1,100625.8
2025-02-01 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0010%,102167.1,102077.4
2025-01-31 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0102%,102436.3,102169.8
2025-01-31 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0014%,105453.3,102449.9
2025-01-31 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0071%,104198.8,105418.2
2025-01-30 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0016%,104719.2,104192.5
2025-01-30 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0070%,105560.3,104723.6
2025-01-30 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0091%,105121.3,105540.6
2025-01-29 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0001%,103736.1,105118.1
2025-01-29 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0010%,101988.5,103718.6
2025-01-29 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0142%,102752.6,101987.4
2025-01-28 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0129%,101336.8,102749.3
2025-01-28 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0054%,102775.2,101320.5
2025-01-28 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0054%,102801.8,102791.8
2025-01-27 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0132%,102083.3,102776.5
2025-01-27 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0006%,101112.7,102058.5
2025-01-27 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0213%,99054.1,101096.1
2025-01-26 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0208%,102617.4,99056.1
2025-01-26 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0142%,104963.0,102610.7
2025-01-26 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0153%,105002.9,105000.0
2025-01-25 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0094%,104740.1,105008.5
2025-01-25 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0032%,104888.5,104742.0
2025-01-25 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0116%,104390.2,104890.1
2025-01-24 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0018%,104857.2,104387.8
2025-01-24 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0033%,105860.6,104857.3
2025-01-24 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0080%,105039.9,105812.8
2025-01-23 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0034%,103907.0,105034.4
2025-01-23 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0113%,105260.2,103894.7
2025-01-23 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0074%,102707.2,105259.5
2025-01-22 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0097%,103704.0,102702.7
2025-01-22 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0079%,104184.2,103705.5
2025-01-22 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0075%,105079.0,104175.4
2025-01-21 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0147%,106140.2,105084.3
2025-01-21 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0234%,103934.1,106136.7
2025-01-21 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0085%,101979.3,103971.1
2025-01-20 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0476%,102265.0,102003.2
2025-01-20 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0144%,104939.8,102282.2
2025-01-20 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0049%,107102.7,104933.0
2025-01-19 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0018%,101317.1,107178.2
2025-01-19 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0004%,104944.4,101320.6
2025-01-19 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0091%,105168.9,104960.0
2025-01-18 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0144%,104550.6,105160.8
2025-01-18 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0057%,104567.1,104543.0
2025-01-18 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0122%,102818.5,104550.1
2025-01-17 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0115%,104076.3,102820.3
2025-01-17 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0111%,103979.5,104085.4
2025-01-17 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0105%,101434.3,103969.9
2025-01-16 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0089%,99986.3,101449.6
2025-01-16 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0092%,99303.8,99962.2
2025-01-16 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0081%,99800.0,99299.6
2025-01-15 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0017%,100495.6,99803.9
2025-01-15 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0115%,98973.7,100483.7
2025-01-15 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0049%,97298.8,98955.3
2025-01-14 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0053%,96565.3,97294.3
2025-01-14 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0049%,96465.5,96537.1
2025-01-14 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0103%,94852.6,96457.4
2025-01-13 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0084%,94525.7,94850.1
2025-01-13 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0143%,92127.6,94520.1
2025-01-13 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0023%,93598.3,92121.1
2025-01-12 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0208%,94539.8,93573.6
2025-01-12 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0101%,95071.5,94553.6
2025-01-12 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0183%,94323.7,95064.5
2025-01-11 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0141%,94606.5,94346.3
2025-01-11 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0113%,94414.6,94598.4
2025-01-11 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0078%,94249.1,94421.6
2025-01-10 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0%,94721.4,94251.6
2025-01-10 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0076%,93733.9,94730.2
2025-01-10 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0164%,94498.9,93719.2
2025-01-09 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0118%,92548.5,94496.2
2025-01-09 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0137%,94239.8,92552.7
2025-01-09 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0163%,93229.3,94259.8
2025-01-08 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0156%,95056.8,93223.3
2025-01-08 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0096%,95457.1,95055.8
2025-01-08 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0391%,95657.2,95488.0
2025-01-07 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0123%,96959.2,95648.3
2025-01-07 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0057%,97951.4,96961.6
2025-01-07 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0054%,101679.1,97987.0
2025-01-06 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0051%,102224.3,101681.2
2025-01-06 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0028%,102137.2,102227.4
2025-01-06 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0109%,99310.7,102103.6
2025-01-05 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0152%,98360.8,99312.9
2025-01-05 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0125%,98023.6,98354.0
2025-01-05 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0206%,98264.2,98022.1
2025-01-04 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0281%,98215.4,98269.0
2025-01-04 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0073%,97667.0,98221.9
2025-01-04 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0002%,98278.6,97677.7
2025-01-03 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0207%,98173.9,98287.0
2025-01-03 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0105%,97510.1,98181.6
2025-01-03 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0007%,96311.1,97504.7
2025-01-02 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0028%,96983.8,96334.6
2025-01-02 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0025%,96466.7,96996.4
2025-01-02 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0110%,95817.3,96471.9
2025-01-01 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0080%,94584.1,95813.1
2025-01-01 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0259%,94446.9,94579.1
2025-01-01 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0029%,93693.0,94441.7
2024-12-31 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0143%,93574.3,93690.8
2024-12-31 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0236%,95413.2,93598.5
2024-12-31 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0087%,92860.8,95402.1
2024-12-30 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0174%,92796.2,92860.4
2024-12-30 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0186%,92126.0,92818.3
2024-12-30 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0192%,93733.2,92123.3
2024-12-29 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0251%,93739.7,93742.7
2024-12-29 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0228%,94503.9,93760.9
2024-12-29 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0286%,95271.8,94506.4
2024-12-28 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0204%,95306.7,95286.1
2024-12-28 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0313%,94447.7,95308.6
2024-12-28 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0319%,94373.9,94467.1
2024-12-27 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0277%,94286.1,94389.2
2024-12-27 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0220%,94575.5,94319.8
2024-12-27 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0233%,95106.4,94578.7
2024-12-26 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0222%,95785.8,95131.6
2024-12-26 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0133%,96047.7,95796.7
2024-12-26 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0092%,97713.6,96056.3
2024-12-25 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0239%,99434.8,97725.1
2024-12-25 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0093%,98518.3,99434.4
2024-12-25 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0049%,98092.3,98516.8
2024-12-24 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0024%,98661.7,98106.0
2024-12-24 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0198%,98288.5,98667.9
2024-12-24 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0398%,94232.1,98287.9
2024-12-23 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0110%,94885.9,94223.8
2024-12-23 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0191%,93250.7,94892.6
2024-12-23 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0169%,95400.2,93280.5
2024-12-22 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0130%,95186.2,95400.0
2024-12-22 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0186%,95364.0,95190.7
2024-12-22 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0185%,96205.8,95380.4
2024-12-21 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0055%,97280.2,96220.7
2024-12-21 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0109%,97521.9,97274.8
2024-12-21 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0160%,99037.8,97535.7
2024-12-20 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0071%,97799.9,99025.4
2024-12-20 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0241%,96991.1,97807.7
2024-12-20 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0045%,97843.6,96994.9
2024-12-19 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0208%,97456.6,97821.1
2024-12-19 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0326%,100639.0,97484.5
2024-12-19 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0180%,101654.6,100665.2
2024-12-18 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0300%,100202.9,101679.6
2024-12-18 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0158%,104416.8,100238.2
2024-12-18 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0139%,104244.9,104433.2
2024-12-17 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0200%,106149.9,104284.3
2024-12-17 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0180%,106478.6,106133.6
2024-12-17 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0056%,106813.9,106482.0
2024-12-16 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0120%,106060.3,106826.5
2024-12-16 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0194%,106326.2,106072.6
2024-12-16 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0073%,104984.0,106300.1
